tempAvgT,setPointT,relaystateT,Kpt,KiT,KdT,InputT,OutputT,tempAvgB,setPointB,relayStateB,KpB,KiB,KdB,InputB,OutputB
179,144,0,50,0,0,179,0,176,182,0,50,0,0,176,194,0
179,144,0,50,0,0,179,0,175,182,0,50,0,0,175,303,0
182,144,0,50,0,0,182,0,179,182,0,50,0,0,179,126,0
184,144,0,50,0,0,184,0,181,182,0,50,0,0,181,33,0
182,144,0,50,0,0,182,0,179,182,0,50,0,0,179,126,0
182,144,0,50,0,0,182,0,179,182,0,50,0,0,179,137,0
183,144,0,50,0,0,183,0,179,182,0,50,0,0,179,126,0
181,144,0,50,0,0,181,0,177,182,0,50,0,0,177,228,0
181,144,0,50,0,0,181,0,176,182,1,50,0,0,176,296,0
183,144,0,50,0,0,183,0,179,182,1,50,0,0,179,142,0
185,144,0,50,0,0,185,0,181,182,1,50,0,0,181,30,0
184,144,0,50,0,0,184,0,181,182,1,50,0,0,181,42,0
183,144,0,50,0,0,183,0,179,182,1,50,0,0,179,92,0
180,144,0,50,0,0,180,0,177,182,1,50,0,0,177,221,0
177,144,0,50,0,0,177,0,174,182,1,50,0,0,174,267,0
176,144,0,50,0,0,176,0,170,182,1,50,0,0,170,596,0
173,144,0,50,0,0,173,0,170,182,1,50,0,0,170,537,0
171,144,0,50,0,0,171,0,168,182,1,50,0,0,168,657,0
170,144,0,50,0,0,170,0,168,182,1,50,0,0,168,678,0
175,144,0,50,0,0,175,0,175,182,1,50,0,0,175,332,0
179,144,0,50,0,0,179,0,179,182,1,50,0,0,179,133,0
183,144,0,50,0,0,183,0,183,182,0,50,0,0,183,0,0
184,144,0,50,0,0,184,0,185,182,0,50,0,0,185,0,0
186,144,0,50,0,0,186,0,185,182,0,50,0,0,185,0,0
186,144,0,50,0,0,186,0,186,182,0,50,0,0,186,0,0
185,144,0,50,0,0,185,0,183,182,0,50,0,0,183,0,0
187,144,0,50,0,0,187,0,185,182,0,50,0,0,185,0,0
188,144,0,50,0,0,188,0,187,182,0,50,0,0,187,0,0
188,144,0,50,0,0,188,0,186,182,0,50,0,0,186,0,0
185,144,0,50,0,0,185,0,183,182,0,50,0,0,183,0,0
184,144,0,50,0,0,184,0,182,182,0,50,0,0,182,0,0
185,144,0,50,0,0,185,0,183,182,0,50,0,0,183,0,0
184,144,0,50,0,0,184,0,183,182,0,50,0,0,183,0,0
183,144,0,50,0,0,183,0,181,182,0,50,0,0,181,48,0
180,144,0,50,0,0,180,0,179,182,0,50,0,0,179,150,0
173,144,0,50,0,0,173,0,171,182,1,50,0,0,171,294,0
170,144,0,50,0,0,170,0,168,182,1,50,0,0,168,683,0
166,144,0,50,0,0,166,0,165,182,1,50,0,0,165,737,0
166,144,0,50,0,0,166,0,166,182,1,50,0,0,166,780,0
170,144,0,50,0,0,170,0,170,182,1,50,0,0,170,680,0
173,144,0,50,0,0,173,0,172,182,1,50,0,0,172,467,0
178,144,0,50,0,0,178,0,178,182,1,50,0,0,178,385,0
182,144,0,50,0,0,182,0,182,182,0,50,0,0,182,0,0
186,144,0,50,0,0,186,0,185,182,0,50,0,0,185,0,0
185,144,0,50,0,0,185,0,183,182,0,50,0,0,183,0,0
185,144,0,50,0,0,185,0,182,182,0,50,0,0,182,0,0
183,144,0,50,0,0,183,0,180,182,0,50,0,0,180,76,0
181,144,0,50,0,0,181,0,179,182,0,50,0,0,179,96,0
180,144,0,50,0,0,180,0,177,182,0,50,0,0,177,217,0
180,144,0,50,0,0,180,0,178,182,0,50,0,0,178,262,0
180,144,0,50,0,0,180,0,178,182,0,50,0,0,178,167,0
186,144,0,50,0,0,186,0,185,182,0,50,0,0,185,41,0
190,144,0,50,0,0,190,0,189,182,0,50,0,0,189,0,0
196,144,0,50,0,0,196,0,195,182,0,50,0,0,195,0,0
196,144,0,50,0,0,196,0,197,182,0,50,0,0,197,0,0
187,144,0,50,0,0,187,0,188,182,0,50,0,0,188,0,0
187,144,0,50,0,0,187,0,187,182,0,50,0,0,187,0,0
183,144,0,50,0,0,183,0,183,182,0,50,0,0,183,0,0
178,144,0,50,0,0,178,0,177,182,0,50,0,0,177,0,0
174,144,0,50,0,0,174,0,173,182,0,50,0,0,173,394,0
174,144,0,50,0,0,174,0,173,182,0,50,0,0,173,417,0
172,144,0,50,0,0,172,0,171,182,0,50,0,0,171,450,0
172,144,0,50,0,0,172,0,172,182,0,50,0,0,172,508,0
172,144,0,50,0,0,172,0,172,182,0,50,0,0,172,521,0
173,144,0,50,0,0,173,0,173,182,0,50,0,0,173,458,0
174,144,0,50,0,0,174,0,174,182,0,50,0,0,174,357,0
178,144,0,50,0,0,178,0,178,182,0,50,0,0,178,251,0
180,144,0,50,0,0,180,0,180,182,0,50,0,0,180,83,0
187,144,0,50,0,0,187,0,187,182,0,50,0,0,187,0,0
187,144,0,50,0,0,187,0,186,182,0,50,0,0,186,0,0
186,144,0,50,0,0,186,0,183,182,0,50,0,0,183,0,0
186,144,0,50,0,0,186,0,184,182,0,50,0,0,184,0,0
183,144,0,50,0,0,183,0,180,182,0,50,0,0,180,0,0
181,144,0,50,0,0,181,0,178,182,0,50,0,0,178,180,0
178,144,0,50,0,0,178,0,175,182,0,50,0,0,175,267,0
178,144,0,50,0,0,178,0,174,182,0,50,0,0,174,362,0
177,144,0,50,0,0,177,0,174,182,0,50,0,0,174,353,0
176,144,0,50,0,0,176,0,174,182,0,50,0,0,174,371,0
176,144,0,50,0,0,176,0,175,182,0,50,0,0,175,341,0
176,144,0,50,0,0,176,0,176,182,0,50,0,0,176,294,0
177,144,0,50,0,0,177,0,177,182,0,50,0,0,177,214,0
177,144,0,50,0,0,177,0,177,182,0,50,0,0,177,226,0
180,144,0,50,0,0,180,0,180,182,0,50,0,0,180,98,0
180,144,0,50,0,0,180,0,180,182,0,50,0,0,180,57,0
181,144,0,50,0,0,181,0,180,182,0,50,0,0,180,73,0
181,144,0,50,0,0,181,0,181,182,0,50,0,0,181,51,0
188,144,0,50,0,0,188,0,188,182,0,50,0,0,188,0,0
190,144,0,50,0,0,190,0,191,182,0,50,0,0,191,0,0
190,144,0,50,0,0,190,0,189,182,0,50,0,0,189,0,0
190,144,0,50,0,0,190,0,188,182,0,50,0,0,188,0,0
187,144,0,50,0,0,187,0,185,182,0,50,0,0,185,0,0
186,144,0,50,0,0,186,0,184,182,0,50,0,0,184,0,0
180,144,0,50,0,0,180,0,178,182,0,50,0,0,178,0,0
179,144,0,50,0,0,179,0,176,182,0,50,0,0,176,153,0
173,144,0,50,0,0,173,0,171,182,0,50,0,0,171,366,0
173,144,0,50,0,0,173,0,170,182,0,50,0,0,170,525,0
174,144,0,50,0,0,174,0,172,182,0,50,0,0,172,480,0
172,144,0,50,0,0,172,0,171,182,0,50,0,0,171,482,0
174,144,0,50,0,0,174,0,173,182,0,50,0,0,173,489,0
177,144,0,50,0,0,177,0,177,182,0,50,0,0,177,425,0
180,144,0,50,0,0,180,0,179,182,0,50,0,0,179,144,0
179,144,0,50,0,0,179,0,179,182,0,50,0,0,179,117,0
184,144,0,50,0,0,184,0,181,182,0,50,0,0,181,116,0
186,144,0,50,0,0,186,0,183,182,0,50,0,0,183,28,0
188,144,0,50,0,0,188,0,186,182,0,50,0,0,186,0,0
185,144,0,50,0,0,185,0,183,182,0,50,0,0,183,0,0
180,144,0,50,0,0,180,0,178,182,0,50,0,0,178,0,0
177,144,0,50,0,0,177,0,176,182,0,50,0,0,176,196,0
174,144,0,50,0,0,174,0,172,182,0,50,0,0,172,287,0
174,144,0,50,0,0,174,0,173,182,1,50,0,0,173,462,0
174,144,0,50,0,0,174,0,173,182,1,50,0,0,173,450,0
174,144,0,50,0,0,174,0,174,182,1,50,0,0,174,412,0
178,144,0,50,0,0,178,0,178,182,1,50,0,0,178,398,0
179,144,0,50,0,0,179,0,178,182,1,50,0,0,178,175,0
183,144,0,50,0,0,179,0,183,182,1,50,0,0,179,166,0
184,144,0,50,0,0,184,0,184,182,0,50,0,0,184,0,0
184,144,0,50,0,0,184,0,182,182,0,50,0,0,182,0,0
186,144,0,50,0,0,186,0,185,182,0,50,0,0,185,0,0
186,144,0,50,0,0,186,0,184,182,0,50,0,0,184,0,0
186,144,0,50,0,0,186,0,183,182,0,50,0,0,183,0,0
184,144,0,50,0,0,184,0,182,182,0,50,0,0,182,0,0
179,144,0,50,0,0,179,0,176,182,0,50,0,0,176,94,0
177,144,0,50,0,0,177,0,175,182,1,50,0,0,175,253,0
175,144,0,50,0,0,175,0,173,182,1,50,0,0,173,330,0
173,144,0,50,0,0,173,0,171,182,1,50,0,0,171,414,0
175,144,0,50,0,0,175,0,174,182,1,50,0,0,174,489,0
177,144,0,50,0,0,177,0,177,182,1,50,0,0,177,371,0
176,144,0,50,0,0,176,0,176,182,1,50,0,0,176,230,0
177,144,0,50,0,0,177,0,177,182,1,50,0,0,177,287,0
183,144,0,50,0,0,183,0,184,182,0,50,0,0,184,32,0
184,144,0,50,0,0,184,0,185,182,0,50,0,0,185,0,0
180,144,0,50,0,0,180,0,181,182,0,50,0,0,181,0,0
181,144,0,50,0,0,181,0,181,182,0,50,0,0,181,19,0
179,144,0,50,0,0,179,0,178,182,0,50,0,0,178,30,0
178,144,0,50,0,0,178,0,177,182,0,50,0,0,177,194,0
179,144,0,50,0,0,179,0,178,182,0,50,0,0,178,230,0
177,144,0,50,0,0,177,0,175,182,0,50,0,0,175,180,0
176,144,0,50,0,0,176,0,175,182,1,50,0,0,175,301,0
177,144,0,50,0,0,177,0,176,182,1,50,0,0,176,332,0
180,144,0,50,0,0,180,0,180,182,0,50,0,0,180,260,0
182,144,0,50,0,0,182,0,182,182,0,50,0,0,182,94,0
183,144,0,50,0,0,183,0,182,182,0,50,0,0,182,0,0
185,144,0,50,0,0,185,0,184,182,0,50,0,0,184,0,0
186,144,0,50,0,0,186,0,185,182,0,50,0,0,185,0,0
187,144,0,50,0,0,187,0,186,182,0,50,0,0,186,0,0
185,144,0,50,0,0,185,0,183,182,0,50,0,0,183,0,0
183,144,0,50,0,0,183,0,181,182,0,50,0,0,181,37,0
181,144,0,50,0,0,181,0,179,182,0,50,0,0,179,114,0
179,144,0,50,0,0,179,0,178,182,0,50,0,0,178,194,0
175,144,0,50,0,0,175,0,173,182,1,50,0,0,173,435,0
172,144,0,50,0,0,172,0,170,182,1,50,0,0,170,562,0
170,144,0,50,0,0,170,0,170,182,1,50,0,0,170,571,0
171,144,0,50,0,0,171,0,171,182,1,50,0,0,171,535,0
174,144,0,50,0,0,174,0,174,182,0,50,0,0,174,392,0
173,144,0,50,0,0,173,0,173,182,0,50,0,0,173,433,0
178,144,0,50,0,0,178,0,177,182,0,50,0,0,177,392,0
179,144,0,50,0,0,179,0,178,182,0,50,0,0,178,185,0
177,144,0,50,0,0,177,0,175,182,0,50,0,0,175,260,0
177,144,0,50,0,0,177,0,175,182,0,50,0,0,175,312,0
178,144,0,50,0,0,178,0,178,182,0,50,0,0,178,225,0
179,144,0,50,0,0,179,0,178,182,0,50,0,0,178,157,0
180,144,0,50,0,0,180,0,179,182,0,50,0,0,179,178,0
182,144,0,50,0,0,182,0,181,182,0,50,0,0,181,48,0
185,144,0,50,0,0,185,0,185,182,0,50,0,0,185,0,0
184,144,0,50,0,0,184,0,184,182,0,50,0,0,184,0,0
186,144,0,50,0,0,186,0,186,182,0,50,0,0,186,0,0
182,144,0,50,0,0,182,0,182,182,0,50,0,0,182,0,0
176,144,0,50,0,0,176,0,175,182,0,50,0,0,175,216,0
174,144,0,50,0,0,174,0,174,182,0,50,0,0,174,382,0
173,144,0,50,0,0,173,0,173,182,0,50,0,0,173,441,0
172,144,0,50,0,0,172,0,172,182,0,50,0,0,172,500,0
173,144,0,50,0,0,173,0,173,182,0,50,0,0,173,435,0
174,144,0,50,0,0,174,0,174,182,0,50,0,0,174,387,0
174,144,0,50,0,0,174,0,173,182,0,50,0,0,173,419,0
175,144,0,50,0,0,175,0,175,182,0,50,0,0,175,341,0
178,144,0,50,0,0,178,0,178,182,0,50,0,0,178,173,0
185,144,0,50,0,0,185,0,186,182,0,50,0,0,186,0,0
187,144,0,50,0,0,187,0,188,182,0,50,0,0,188,0,0
190,144,0,50,0,0,190,0,190,182,0,50,0,0,190,0,0
190,144,0,50,0,0,190,0,189,182,0,50,0,0,189,0,0
190,144,0,50,0,0,190,0,190,182,0,50,0,0,190,0,0
191,144,0,50,0,0,191,0,190,182,0,50,0,0,190,0,0
189,144,0,50,0,0,189,0,187,182,0,50,0,0,187,0,0
188,144,0,50,0,0,188,0,186,182,0,50,0,0,186,0,0
189,144,0,50,0,0,189,0,185,182,0,50,0,0,185,0,0
189,144,0,50,0,0,189,0,185,182,0,50,0,0,185,0,0
188,144,0,50,0,0,188,0,185,182,0,50,0,0,185,0,0
189,144,0,50,0,0,189,0,185,182,0,50,0,0,185,0,0
187,144,0,50,0,0,187,0,183,182,0,50,0,0,183,0,0
184,144,0,50,0,0,184,0,181,182,0,50,0,0,181,33,0
180,144,0,50,0,0,180,0,178,182,0,50,0,0,178,116,0
179,144,0,50,0,0,179,0,177,182,0,50,0,0,177,216,0
180,144,0,50,0,0,180,0,178,182,0,50,0,0,178,280,0
179,144,0,50,0,0,179,0,177,182,0,50,0,0,177,248,0
173,144,0,50,0,0,173,0,171,182,0,50,0,0,171,410,0
171,144,0,50,0,0,171,0,169,182,0,50,0,0,169,608,0
172,144,0,50,0,0,172,0,172,182,0,50,0,0,172,591,0
174,144,0,50,0,0,174,0,174,182,0,50,0,0,174,380,0
176,144,0,50,0,0,176,0,175,182,0,50,0,0,175,305,0
175,144,0,50,0,0,175,0,175,182,0,50,0,0,175,332,0
180,144,0,50,0,0,180,0,179,182,0,50,0,0,179,278,0
184,144,0,50,0,0,184,0,183,182,0,50,0,0,183,0,0
188,144,0,50,0,0,188,0,187,182,0,50,0,0,187,0,0
191,144,0,50,0,0,191,0,190,182,0,50,0,0,190,0,0
190,144,0,50,0,0,190,0,185,182,0,50,0,0,185,0,0
190,144,0,50,0,0,190,0,185,182,0,50,0,0,185,0,0
193,144,0,50,0,0,193,0,190,182,0,50,0,0,190,0,0
194,144,0,50,0,0,194,0,192,182,0,50,0,0,192,0,0
188,144,0,50,0,0,188,0,185,182,0,50,0,0,185,0,0
185,144,0,50,0,0,185,0,181,182,0,50,0,0,181,0,0
179,144,0,50,0,0,179,0,176,182,1,50,0,0,176,151,0
176,144,0,50,0,0,176,0,173,182,1,50,0,0,173,282,0
175,144,0,50,0,0,175,0,173,182,1,50,0,0,173,428,0
176,144,0,50,0,0,176,0,174,182,1,50,0,0,174,408,0
179,144,0,50,0,0,179,0,178,182,1,50,0,0,178,257,0
180,144,0,50,0,0,180,0,179,182,1,50,0,0,179,175,0
182,144,0,50,0,0,182,0,181,182,0,50,0,0,181,33,0
181,144,0,50,0,0,181,0,180,182,0,50,0,0,180,41,0
180,144,0,50,0,0,180,0,180,182,0,50,0,0,180,67,0
180,144,0,50,0,0,180,0,180,182,0,50,0,0,180,92,0
177,144,0,50,0,0,177,0,177,182,1,50,0,0,177,208,0
175,144,0,50,0,0,175,0,174,182,1,50,0,0,174,250,0
168,144,0,50,0,0,168,0,167,182,1,50,0,0,167,541,0
167,144,0,50,0,0,167,0,166,182,1,50,0,0,166,710,0
172,144,0,50,0,0,172,0,172,182,1,50,0,0,172,714,0
176,144,0,50,0,0,176,0,175,182,1,50,0,0,175,491,0
178,144,0,50,0,0,178,0,178,182,1,50,0,0,178,194,0
185,144,0,50,0,0,185,0,185,182,1,50,0,0,185,260,0
186,144,0,50,0,0,186,0,187,182,0,50,0,0,187,0,0
187,144,0,50,0,0,187,0,186,182,0,50,0,0,186,0,0
185,144,0,50,0,0,185,0,184,182,0,50,0,0,184,0,0
185,144,0,50,0,0,185,0,181,182,0,50,0,0,181,0,0
184,144,0,50,0,0,184,0,180,182,0,50,0,0,180,58,0
185,144,0,50,0,0,185,0,182,182,0,50,0,0,182,125,0
183,144,0,50,0,0,183,0,181,182,0,50,0,0,181,0,0
181,144,0,50,0,0,181,0,179,182,0,50,0,0,179,100,0
182,144,0,50,0,0,182,0,180,182,0,50,0,0,180,126,0
180,144,0,50,0,0,180,0,178,182,0,50,0,0,178,105,0
180,144,0,50,0,0,180,0,178,182,0,50,0,0,178,164,0
184,144,0,50,0,0,184,0,183,182,0,50,0,0,183,25,0
184,144,0,50,0,0,184,0,184,182,0,50,0,0,184,0,0
184,144,0,50,0,0,184,0,184,182,0,50,0,0,184,0,0
183,144,0,50,0,0,183,0,183,182,0,50,0,0,183,0,0
181,144,0,50,0,0,181,0,181,182,0,50,0,0,181,0,0
179,144,0,50,0,0,179,0,179,182,0,50,0,0,179,16,0
174,144,0,50,0,0,174,0,172,182,0,50,0,0,172,271,0
172,144,0,50,0,0,172,0,170,182,1,50,0,0,170,467,0
172,144,0,50,0,0,172,0,171,182,1,50,0,0,171,542,0
173,144,0,50,0,0,173,0,172,182,1,50,0,0,172,542,0
173,144,0,50,0,0,173,0,173,182,1,50,0,0,173,453,0
174,144,0,50,0,0,174,0,174,182,1,50,0,0,174,419,0
176,144,0,50,0,0,176,0,176,182,0,50,0,0,176,292,0
177,144,0,50,0,0,177,0,177,182,0,50,0,0,177,267,0
181,144,0,50,0,0,181,0,180,182,0,50,0,0,180,110,0
181,144,0,50,0,0,181,0,180,182,0,50,0,0,180,53,0
179,144,0,50,0,0,179,0,177,182,0,50,0,0,177,42,0
182,144,0,50,0,0,182,0,179,182,0,50,0,0,179,230,0
186,144,0,50,0,0,186,0,185,182,0,50,0,0,185,82,0
187,144,0,50,0,0,187,0,186,182,0,50,0,0,186,0,0
186,144,0,50,0,0,186,0,185,182,0,50,0,0,185,0,0
186,144,0,50,0,0,186,0,184,182,0,50,0,0,184,0,0
187,144,0,50,0,0,187,0,186,182,0,50,0,0,186,0,0
189,144,0,50,0,0,189,0,187,182,0,50,0,0,187,0,0
189,144,0,50,0,0,189,0,189,182,0,50,0,0,189,0,0
186,144,0,50,0,0,186,0,185,182,0,50,0,0,185,0,0
181,144,0,50,0,0,181,0,179,182,0,50,0,0,179,0,0
180,144,0,50,0,0,180,0,176,182,0,50,0,0,176,132,0
177,144,0,50,0,0,177,0,174,182,0,50,0,0,174,251,0
174,144,0,50,0,0,174,0,172,182,0,50,0,0,172,378,0
173,144,0,50,0,0,173,0,171,182,0,50,0,0,171,498,0
175,144,0,50,0,0,175,0,173,182,0,50,0,0,173,542,0
176,144,0,50,0,0,176,0,174,182,0,50,0,0,174,416,0
175,144,0,50,0,0,175,0,173,182,0,50,0,0,173,358,0
176,144,0,50,0,0,176,0,174,182,0,50,0,0,174,430,0
178,144,0,50,0,0,178,0,176,182,0,50,0,0,176,244,0
177,144,0,50,0,0,177,0,175,182,0,50,0,0,175,283,0
176,144,0,50,0,0,176,0,175,182,0,50,0,0,175,344,0
175,144,0,50,0,0,175,0,175,182,0,50,0,0,175,307,0
175,144,0,50,0,0,175,0,175,182,0,50,0,0,175,303,0
174,144,0,50,0,0,174,0,174,182,0,50,0,0,174,307,0
177,144,0,50,0,0,177,0,177,182,0,50,0,0,177,282,0
176,144,0,50,0,0,176,0,176,182,0,50,0,0,176,208,0
177,144,0,50,0,0,177,0,178,182,0,50,0,0,178,257,0
179,144,0,50,0,0,179,0,180,182,0,50,0,0,180,196,0
188,144,0,50,0,0,188,0,188,182,0,50,0,0,188,75,0
191,144,0,50,0,0,191,0,191,182,0,50,0,0,191,0,0
195,144,0,50,0,0,195,0,194,182,0,50,0,0,194,0,0
196,144,0,50,0,0,196,0,194,182,0,50,0,0,194,0,0
197,144,0,50,0,0,197,0,195,182,0,50,0,0,195,0,0
197,144,0,50,0,0,197,0,195,182,0,50,0,0,195,0,0
192,144,0,50,0,0,192,0,189,182,0,50,0,0,189,0,0
189,144,0,50,0,0,189,0,186,182,0,50,0,0,186,0,0
185,144,0,50,0,0,185,0,183,182,0,50,0,0,183,0,0
181,144,0,50,0,0,181,0,179,182,0,50,0,0,179,0,0
178,144,0,50,0,0,178,0,176,182,0,50,0,0,176,144,0
178,144,0,50,0,0,178,0,176,182,0,50,0,0,176,298,0
178,144,0,50,0,0,178,0,177,182,0,50,0,0,177,294,0
178,144,0,50,0,0,178,0,176,182,0,50,0,0,176,221,0
173,144,0,50,0,0,173,0,173,182,0,50,0,0,173,269,0
171,144,0,50,0,0,171,0,171,182,0,50,0,0,171,437,0
172,144,0,50,0,0,172,0,172,182,0,50,0,0,172,500,0
174,144,0,50,0,0,174,0,174,182,0,50,0,0,174,380,0
174,144,0,50,0,0,174,0,173,182,0,50,0,0,173,401,0
172,144,0,50,0,0,172,0,172,182,0,50,0,0,172,489,0
171,144,0,50,0,0,171,0,172,182,0,50,0,0,172,482,0
174,144,0,50,0,0,174,0,175,182,0,50,0,0,175,341,0
182,144,0,50,0,0,182,0,183,182,0,50,0,0,183,0,0
184,144,0,50,0,0,184,0,185,182,0,50,0,0,185,0,0
182,144,0,50,0,0,182,0,182,182,0,50,0,0,182,0,0
182,144,0,50,0,0,182,0,181,182,1,50,0,0,181,33,0
182,144,0,50,0,0,182,0,181,182,0,50,0,0,181,19,0
182,144,0,50,0,0,182,0,181,182,0,50,0,0,181,17,0
186,144,0,50,0,0,186,0,185,182,0,50,0,0,185,0,0
188,144,0,50,0,0,188,0,186,182,0,50,0,0,186,0,0
185,144,0,50,0,0,185,0,183,182,0,50,0,0,183,0,0
185,144,0,50,0,0,185,0,183,182,0,50,0,0,183,0,0
181,144,0,50,0,0,181,0,179,182,0,50,0,0,179,50,0
177,144,0,50,0,0,177,0,175,182,1,50,0,0,175,314,0
174,144,0,50,0,0,174,0,172,182,1,50,0,0,172,439,0
174,144,0,50,0,0,174,0,172,182,1,50,0,0,172,457,0
175,144,0,50,0,0,175,0,174,182,1,50,0,0,174,412,0
176,144,0,50,0,0,176,0,175,182,1,50,0,0,175,310,0
175,144,0,50,0,0,175,0,175,182,1,50,0,0,175,314,0
177,144,0,50,0,0,177,0,178,182,1,50,0,0,178,185,0
183,144,0,50,0,0,183,0,183,182,0,50,0,0,183,8,0
184,144,0,50,0,0,184,0,185,182,0,50,0,0,185,0,0
185,144,0,50,0,0,185,0,185,182,0,50,0,0,185,0,0
185,144,0,50,0,0,185,0,184,182,0,50,0,0,185,0,0
185,144,0,50,0,0,185,0,184,182,0,50,0,0,185,0,0
187,144,0,50,0,0,185,0,185,182,0,50,0,0,185,0,0
185,144,0,50,0,0,185,0,183,182,0,50,0,0,185,0,0
182,144,0,50,0,0,182,0,179,182,0,50,0,0,179,7,0
181,144,0,50,0,0,181,0,179,182,0,50,0,0,179,148,0
187,144,0,50,0,0,187,0,185,182,0,50,0,0,185,1,0
189,144,0,50,0,0,189,0,187,182,0,50,0,0,187,0,0
189,144,0,50,0,0,189,0,188,182,0,50,0,0,188,0,0
186,144,0,50,0,0,186,0,184,182,0,50,0,0,184,0,0
176,144,0,50,0,0,176,0,173,182,0,50,0,0,173,173,0
175,144,0,50,0,0,175,0,172,182,1,50,0,0,172,482,0
167,144,0,50,0,0,167,0,166,182,1,50,0,0,166,639,0
167,144,0,50,0,0,167,0,166,182,1,50,0,0,166,800,0
171,144,0,50,0,0,171,0,171,182,1,50,0,0,171,587,0
170,144,0,50,0,0,170,0,170,182,1,50,0,0,170,566,0
175,144,0,50,0,0,175,0,176,182,1,50,0,0,176,473,0
179,144,0,50,0,0,179,0,179,182,0,50,0,0,179,103,0
188,144,0,50,0,0,188,0,190,182,0,50,0,0,190,0,0
191,144,0,50,0,0,191,0,191,182,0,50,0,0,191,0,0
192,144,0,50,0,0,192,0,190,182,0,50,0,0,190,0,0
192,144,0,50,0,0,192,0,191,182,0,50,0,0,191,0,0
189,144,0,50,0,0,189,0,187,182,0,50,0,0,187,0,0
188,144,0,50,0,0,188,0,187,182,0,50,0,0,187,0,0
189,144,0,50,0,0,189,0,186,182,0,50,0,0,186,0,0
190,144,0,50,0,0,190,0,188,182,0,50,0,0,188,0,0
188,144,0,50,0,0,188,0,186,182,0,50,0,0,186,0,0
187,144,0,50,0,0,187,0,186,182,0,50,0,0,186,0,0
180,144,0,50,0,0,180,0,177,182,0,50,0,0,177,0,0
177,144,0,50,0,0,177,0,175,182,0,50,0,0,175,332,0
176,144,0,50,0,0,176,0,172,182,1,50,0,0,172,803,0
179,144,0,50,0,0,179,0,177,182,0,50,0,0,177,487,0
180,144,0,50,0,0,180,0,180,182,0,50,0,0,180,158,0
181,144,0,50,0,0,181,0,181,182,0,50,0,0,181,98,0
185,144,0,50,0,0,185,0,184,182,0,50,0,0,184,0,0
187,144,0,50,0,0,187,0,186,182,0,50,0,0,186,0,0
185,144,0,50,0,0,185,0,184,182,0,50,0,0,184,117,0
180,144,0,50,0,0,180,0,178,182,0,50,0,0,178,0,0
181,144,0,50,0,0,181,0,170,182,0,50,0,0,170,305,0
178,144,0,50,0,0,178,0,170,182,0,50,0,0,170,551,0
177,144,0,50,0,0,177,0,168,182,1,50,0,0,168,803,0
178,144,0,50,0,0,178,0,167,182,1,50,0,0,167,687,0
181,144,0,50,0,0,181,0,169,182,1,50,0,0,169,741,0
