tempAvgT,setPointT,relaystateT,Kpt,KiT,KdT,InputT,OutputT,tempAvgB,setPointB,relayStateB,KpB,KiB,KdB,InputB,OutputB
181,144,0,50,0,0,181,0,169,182,0,50,0,0,169,621,0
187,144,0,50,0,0,187,0,177,182,0,50,0,0,177,512,0
190,144,0,50,0,0,190,0,182,182,0,50,0,0,182,226,0
195,144,0,50,0,0,195,0,183,182,0,50,0,0,183,17,0
197,144,0,50,0,0,197,0,187,182,0,50,0,0,187,0,0
198,144,0,50,0,0,198,0,188,182,0,50,0,0,188,0,0
197,144,0,50,0,0,197,0,186,182,0,50,0,0,186,0,0
195,144,0,50,0,0,195,0,183,182,0,50,0,0,183,0,0
189,144,0,50,0,0,189,0,176,182,0,50,0,0,176,189,0
188,144,0,50,0,0,188,0,176,182,0,50,0,0,176,283,0
187,144,0,50,0,0,187,0,174,182,0,50,0,0,174,364,0
189,144,0,50,0,0,189,0,176,182,0,50,0,0,176,262,0
188,144,0,50,0,0,188,0,176,182,0,50,0,0,176,246,0
189,144,0,50,0,0,189,0,177,182,0,50,0,0,177,282,0
190,144,0,50,0,0,190,0,179,182,0,50,0,0,179,185,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,130,0
194,144,0,50,0,0,194,0,182,182,0,50,0,0,182,0,0
196,144,0,50,0,0,196,0,183,182,0,50,0,0,183,0,0
192,144,0,50,0,0,192,0,178,182,0,50,0,0,178,0,0
192,144,0,50,0,0,192,0,178,182,0,50,0,0,178,173,0
191,144,0,50,0,0,191,0,177,182,0,50,0,0,177,192,0
192,144,0,50,0,0,192,0,179,182,0,50,0,0,179,212,0
193,144,0,50,0,0,193,0,180,182,0,50,0,0,180,150,0
192,144,0,50,0,0,192,0,178,182,0,50,0,0,178,91,0
187,144,0,50,0,0,187,0,174,182,0,50,0,0,174,296,0
185,144,0,50,0,0,185,0,173,182,0,50,0,0,173,357,0
183,144,0,50,0,0,183,0,171,182,0,50,0,0,171,457,0
183,144,0,50,0,0,183,0,171,182,0,50,0,0,171,501,0
185,144,0,50,0,0,185,0,173,182,0,50,0,0,173,498,0
189,144,0,50,0,0,189,0,177,182,0,50,0,0,177,405,0
190,144,0,50,0,0,190,0,180,182,0,50,0,0,180,178,0
193,144,0,50,0,0,193,0,182,182,0,50,0,0,182,83,0
197,144,0,50,0,0,197,0,186,182,0,50,0,0,186,0,0
197,144,0,50,0,0,197,0,185,182,0,50,0,0,185,0,0
192,144,0,50,0,0,192,0,178,182,0,50,0,0,178,0,0
191,144,0,50,0,0,191,0,176,182,1,50,0,0,176,160,0
190,144,0,50,0,0,190,0,174,182,1,50,0,0,174,298,0
189,144,0,50,0,0,189,0,174,182,1,50,0,0,174,364,0
187,144,0,50,0,0,187,0,173,182,1,50,0,0,173,364,0
188,144,0,50,0,0,188,0,176,182,1,50,0,0,176,430,0
192,144,0,50,0,0,192,0,180,182,1,50,0,0,180,300,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,55,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,66,0
190,144,0,50,0,0,190,0,179,182,1,50,0,0,179,89,0
191,144,0,50,0,0,191,0,179,182,1,50,0,0,179,125,0
191,144,0,50,0,0,191,0,180,182,1,50,0,0,180,117,0
193,144,0,50,0,0,193,0,183,182,0,50,0,0,183,92,0
194,144,0,50,0,0,194,0,183,182,0,50,0,0,183,0,0
190,144,0,50,0,0,190,0,178,182,0,50,0,0,178,0,0
189,144,0,50,0,0,189,0,177,182,1,50,0,0,177,158,0
190,144,0,50,0,0,190,0,179,182,1,50,0,0,179,239,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,141,0
192,144,0,50,0,0,192,0,182,182,0,50,0,0,182,23,0
190,144,0,50,0,0,190,0,180,182,0,50,0,0,180,0,0
186,144,0,50,0,0,186,0,175,182,0,50,0,0,175,78,0
184,144,0,50,0,0,184,0,173,182,1,50,0,0,173,316,0
181,144,0,50,0,0,181,0,169,182,1,50,0,0,169,428,0
180,144,0,50,0,0,180,0,167,182,1,50,0,0,167,641,0
182,144,0,50,0,0,182,0,169,182,1,50,0,0,169,701,0
187,144,0,50,0,0,187,0,174,182,1,50,0,0,174,507,0
187,144,0,50,0,0,187,0,174,182,1,50,0,0,174,396,0
187,144,0,50,0,0,187,0,175,182,1,50,0,0,175,391,0
186,144,0,50,0,0,186,0,175,182,1,50,0,0,175,317,0
189,144,0,50,0,0,189,0,179,182,1,50,0,0,179,330,0
194,144,0,50,0,0,194,0,181,182,0,50,0,0,181,130,0
196,144,0,50,0,0,196,0,185,182,0,50,0,0,185,3,0
199,144,0,50,0,0,199,0,187,182,0,50,0,0,187,0,0
199,144,0,50,0,0,199,0,186,182,0,50,0,0,186,0,0
199,144,0,50,0,0,199,0,187,182,0,50,0,0,187,0,0
200,144,0,50,0,0,200,0,185,182,0,50,0,0,185,0,0
198,144,0,50,0,0,198,0,183,182,0,50,0,0,183,0,0
194,144,0,50,0,0,194,0,177,182,0,50,0,0,177,0,0
195,144,0,50,0,0,195,0,178,182,0,50,0,0,178,242,0
196,144,0,50,0,0,196,0,182,182,0,50,0,0,182,180,0
194,144,0,50,0,0,194,0,182,182,0,50,0,0,182,0,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,0,0
190,144,0,50,0,0,190,0,178,182,0,50,0,0,178,69,0
186,144,0,50,0,0,186,0,175,182,0,50,0,0,175,158,0
188,144,0,50,0,0,188,0,178,182,0,50,0,0,178,341,0
187,144,0,50,0,0,187,0,177,182,0,50,0,0,177,178,0
186,144,0,50,0,0,186,0,177,182,0,50,0,0,177,223,0
181,144,0,50,0,0,181,0,171,182,0,50,0,0,171,244,0
180,144,0,50,0,0,180,0,169,182,1,50,0,0,169,548,0
178,144,0,50,0,0,178,0,167,182,1,50,0,0,167,603,0
178,144,0,50,0,0,178,0,168,182,1,50,0,0,168,719,0
179,144,0,50,0,0,179,0,168,182,1,50,0,0,168,698,0
181,144,0,50,0,0,181,0,170,182,1,50,0,0,170,675,0
188,144,0,50,0,0,188,0,176,182,1,50,0,0,176,564,0
193,144,0,50,0,0,193,0,179,182,0,50,0,0,179,278,0
198,144,0,50,0,0,198,0,185,182,0,50,0,0,185,141,0
196,144,0,50,0,0,196,0,185,182,0,50,0,0,185,0,0
196,144,0,50,0,0,196,0,185,182,0,50,0,0,185,0,0
200,144,0,50,0,0,200,0,188,182,0,50,0,0,188,0,0
195,144,0,50,0,0,195,0,182,182,0,50,0,0,182,0,0
192,144,0,50,0,0,192,0,178,182,0,50,0,0,178,151,0
194,144,0,50,0,0,194,0,180,182,0,50,0,0,180,87,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,123,0
195,144,0,50,0,0,195,0,181,182,0,50,0,0,181,28,0
198,144,0,50,0,0,198,0,183,182,0,50,0,0,183,0,0
194,144,0,50,0,0,194,0,181,182,0,50,0,0,181,48,0
192,144,0,50,0,0,192,0,177,182,0,50,0,0,177,228,0
186,144,0,50,0,0,186,0,176,182,0,50,0,0,176,275,0
186,144,0,50,0,0,186,0,174,182,0,50,0,0,174,387,0
183,144,0,50,0,0,183,0,170,182,0,50,0,0,170,589,0
182,144,0,50,0,0,182,0,170,182,0,50,0,0,170,553,0
188,144,0,50,0,0,188,0,176,182,0,50,0,0,176,375,0
193,144,0,50,0,0,193,0,182,182,0,50,0,0,182,0,0
195,144,0,50,0,0,195,0,181,182,0,50,0,0,181,0,0
195,144,0,50,0,0,195,0,187,182,0,50,0,0,187,0,0
202,144,0,50,0,0,202,0,193,182,0,50,0,0,193,0,0
202,144,0,50,0,0,202,0,193,182,0,50,0,0,193,0,0
200,144,0,50,0,0,200,0,190,182,0,50,0,0,190,0,0
199,144,0,50,0,0,199,0,188,182,0,50,0,0,188,0,0
196,144,0,50,0,0,196,0,185,182,0,50,0,0,185,0,0
194,144,0,50,0,0,194,0,182,182,0,50,0,0,182,0,0
189,144,0,50,0,0,189,0,176,182,0,50,0,0,176,142,0
189,144,0,50,0,0,189,0,175,182,0,50,0,0,175,317,0
189,144,0,50,0,0,189,0,177,182,0,50,0,0,177,235,0
190,144,0,50,0,0,190,0,177,182,0,50,0,0,177,223,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,214,0
185,144,0,50,0,0,185,0,172,182,0,50,0,0,172,458,0
184,144,0,50,0,0,184,0,172,182,0,50,0,0,172,469,0
185,144,0,50,0,0,185,0,173,182,0,50,0,0,173,430,0
190,144,0,50,0,0,190,0,177,182,0,50,0,0,177,203,0
196,144,0,50,0,0,196,0,182,182,0,50,0,0,182,0,0
197,144,0,50,0,0,197,0,183,182,0,50,0,0,183,0,0
196,144,0,50,0,0,196,0,181,182,0,50,0,0,181,44,0
196,144,0,50,0,0,196,0,179,182,0,50,0,0,179,108,0
194,144,0,50,0,0,194,0,178,182,0,50,0,0,178,189,0
196,144,0,50,0,0,196,0,179,182,0,50,0,0,179,112,0
195,144,0,50,0,0,195,0,180,182,0,50,0,0,180,96,0
193,144,0,50,0,0,193,0,178,182,0,50,0,0,178,164,0
188,144,0,50,0,0,188,0,174,182,1,50,0,0,174,255,0
184,144,0,50,0,0,184,0,171,182,1,50,0,0,171,546,0
184,144,0,50,0,0,184,0,171,182,1,50,0,0,171,603,0
184,144,0,50,0,0,184,0,171,182,1,50,0,0,171,512,0
185,144,0,50,0,0,185,0,173,182,1,50,0,0,173,444,0
182,144,0,50,0,0,182,0,171,182,1,50,0,0,171,516,0
188,144,0,50,0,0,188,0,177,182,1,50,0,0,177,369,0
187,144,0,50,0,0,187,0,177,182,1,50,0,0,177,230,0
191,144,0,50,0,0,191,0,178,182,1,50,0,0,178,282,0
192,144,0,50,0,0,192,0,179,182,1,50,0,0,179,132,0
200,144,0,50,0,0,200,0,186,182,0,50,0,0,186,35,0
204,144,0,50,0,0,204,0,191,182,0,50,0,0,191,0,0
200,144,0,50,0,0,200,0,187,182,0,50,0,0,187,0,0
199,144,0,50,0,0,199,0,186,182,0,50,0,0,186,0,0
195,144,0,50,0,0,195,0,181,182,0,50,0,0,181,0,0
195,144,0,50,0,0,195,0,181,182,0,50,0,0,181,1,0
197,144,0,50,0,0,197,0,183,182,0,50,0,0,183,0,0
197,144,0,50,0,0,197,0,183,182,0,50,0,0,183,0,0
199,144,0,50,0,0,199,0,185,182,0,50,0,0,185,0,0
199,144,0,50,0,0,199,0,187,182,0,50,0,0,187,0,0
196,144,0,50,0,0,196,0,183,182,0,50,0,0,183,0,0
195,144,0,50,0,0,195,0,183,182,0,50,0,0,183,0,0
194,144,0,50,0,0,194,0,181,182,0,50,0,0,181,0,0
192,144,0,50,0,0,192,0,179,182,0,50,0,0,179,116,0
187,144,0,50,0,0,187,0,175,182,1,50,0,0,175,298,0
186,144,0,50,0,0,186,0,174,182,1,50,0,0,174,391,0
186,144,0,50,0,0,186,0,175,182,1,50,0,0,175,369,0
187,144,0,50,0,0,187,0,176,182,1,50,0,0,176,350,0
190,144,0,50,0,0,190,0,181,182,0,50,0,0,181,178,0
191,144,0,50,0,0,191,0,182,182,0,50,0,0,182,25,0
196,144,0,50,0,0,196,0,184,182,0,50,0,0,184,0,0
196,144,0,50,0,0,196,0,184,182,0,50,0,0,184,0,0
192,144,0,50,0,0,192,0,179,182,0,50,0,0,179,0,0
188,144,0,50,0,0,188,0,175,182,0,50,0,0,175,137,0
181,144,0,50,0,0,181,0,169,182,1,50,0,0,169,485,0
180,144,0,50,0,0,180,0,168,182,1,50,0,0,168,642,0
183,144,0,50,0,0,183,0,169,182,1,50,0,0,169,628,0
185,144,0,50,0,0,185,0,171,182,1,50,0,0,171,619,0
186,144,0,50,0,0,186,0,174,182,1,50,0,0,174,407,0
186,144,0,50,0,0,186,0,174,182,0,50,0,0,174,373,0
188,144,0,50,0,0,188,0,177,182,0,50,0,0,177,323,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,248,0
189,144,0,50,0,0,189,0,178,182,0,50,0,0,178,264,0
189,144,0,50,0,0,189,0,177,182,0,50,0,0,177,173,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,223,0
193,144,0,50,0,0,193,0,183,182,0,50,0,0,183,100,0
195,144,0,50,0,0,195,0,186,182,0,50,0,0,186,0,0
197,144,0,50,0,0,197,0,188,182,0,50,0,0,188,0,0
199,144,0,50,0,0,199,0,192,182,0,50,0,0,192,0,0
204,144,0,50,0,0,204,0,194,182,0,50,0,0,194,0,0
205,144,0,50,0,0,205,0,195,182,0,50,0,0,195,0,0
203,144,0,50,0,0,203,0,192,182,0,50,0,0,192,0,0
202,144,0,50,0,0,202,0,192,182,0,50,0,0,192,0,0
201,144,0,50,0,0,201,0,192,182,0,50,0,0,192,0,0
198,144,0,50,0,0,198,0,188,182,0,50,0,0,188,0,0
193,144,0,50,0,0,193,0,182,182,0,50,0,0,182,0,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,0,0
191,144,0,50,0,0,191,0,181,182,0,50,0,0,181,69,0
191,144,0,50,0,0,191,0,181,182,0,50,0,0,181,39,0
188,144,0,50,0,0,188,0,178,182,0,50,0,0,178,46,0
187,144,0,50,0,0,187,0,176,182,0,50,0,0,176,192,0
189,144,0,50,0,0,189,0,178,182,0,50,0,0,178,275,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,182,0
193,144,0,50,0,0,193,0,182,182,0,50,0,0,182,12,0
195,144,0,50,0,0,195,0,183,182,0,50,0,0,183,0,0
195,144,0,50,0,0,195,0,182,182,0,50,0,0,182,0,0
194,144,0,50,0,0,194,0,181,182,0,50,0,0,181,0,0
188,144,0,50,0,0,188,0,178,182,0,50,0,0,178,114,0
186,144,0,50,0,0,186,0,176,182,0,50,0,0,176,194,0
182,144,0,50,0,0,182,0,170,182,0,50,0,0,170,423,0
180,144,0,50,0,0,180,0,168,182,0,50,0,0,168,564,0
175,144,0,50,0,0,175,0,161,182,1,50,0,0,161,846,0
174,144,0,50,0,0,174,0,161,182,1,50,0,0,161,1000,0
176,144,0,50,0,0,176,0,164,182,1,50,0,0,164,930,0
179,144,0,50,0,0,179,0,168,182,1,50,0,0,168,853,0
184,144,0,50,0,0,184,0,172,182,0,50,0,0,172,535,0
188,144,0,50,0,0,188,0,177,182,0,50,0,0,177,453,0
200,144,0,50,0,0,200,0,190,182,0,50,0,0,190,0,0
201,144,0,50,0,0,201,0,189,182,0,50,0,0,189,0,0
207,144,0,50,0,0,207,0,192,182,0,50,0,0,192,0,0
207,144,0,50,0,0,207,0,194,182,0,50,0,0,194,0,0
209,144,0,50,0,0,209,0,197,182,0,50,0,0,197,0,0
205,144,0,50,0,0,205,0,194,182,0,50,0,0,194,0,0
199,144,0,50,0,0,199,0,186,182,0,50,0,0,186,0,0
195,144,0,50,0,0,195,0,182,182,0,50,0,0,182,0,0
192,144,0,50,0,0,192,0,178,182,0,50,0,0,178,0,0
191,144,0,50,0,0,191,0,177,182,0,50,0,0,177,194,0
186,144,0,50,0,0,186,0,172,182,0,50,0,0,172,246,0
185,144,0,50,0,0,185,0,172,182,0,50,0,0,172,469,0
191,144,0,50,0,0,191,0,178,182,0,50,0,0,178,500,0
194,144,0,50,0,0,194,0,181,182,0,50,0,0,181,183,0
199,144,0,50,0,0,199,0,186,182,0,50,0,0,186,33,0
198,144,0,50,0,0,198,0,186,182,0,50,0,0,186,0,0
197,144,0,50,0,0,197,0,186,182,0,50,0,0,186,0,0
195,144,0,50,0,0,195,0,184,182,0,50,0,0,184,0,0
195,144,0,50,0,0,195,0,184,182,0,50,0,0,184,0,0
195,144,0,50,0,0,195,0,185,182,0,50,0,0,185,0,0
194,144,0,50,0,0,194,0,184,182,0,50,0,0,184,0,0
193,144,0,50,0,0,193,0,183,182,0,50,0,0,183,0,0
192,144,0,50,0,0,192,0,182,182,0,50,0,0,182,0,0
190,144,0,50,0,0,190,0,180,182,0,50,0,0,180,0,0
187,144,0,50,0,0,187,0,176,182,0,50,0,0,176,69,0
183,144,0,50,0,0,183,0,172,182,0,50,0,0,172,267,0
182,144,0,50,0,0,182,0,171,182,0,50,0,0,171,453,0
178,144,0,50,0,0,178,0,168,182,0,50,0,0,168,503,0
178,144,0,50,0,0,178,0,168,182,0,50,0,0,168,696,0
178,144,0,50,0,0,178,0,168,182,0,50,0,0,168,692,0
177,144,0,50,0,0,177,0,167,182,1,50,0,0,167,698,0
180,144,0,50,0,0,180,0,170,182,1,50,0,0,170,737,0
182,144,0,50,0,0,182,0,172,182,1,50,0,0,172,596,0
190,144,0,50,0,0,190,0,179,182,1,50,0,0,179,105,0
194,144,0,50,0,0,194,0,182,182,1,50,0,0,182,0,0
204,144,0,50,0,0,204,0,193,182,0,50,0,0,193,0,0
205,144,0,50,0,0,205,0,196,182,0,50,0,0,196,0,0
207,144,0,50,0,0,207,0,198,182,0,50,0,0,198,0,0
206,144,0,50,0,0,206,0,196,182,0,50,0,0,196,0,0
200,144,0,50,0,0,200,0,190,182,0,50,0,0,190,0,0
200,144,0,50,0,0,200,0,188,182,0,50,0,0,188,0,0
203,144,0,50,0,0,203,0,193,182,0,50,0,0,193,0,0
200,144,0,50,0,0,200,0,190,182,0,50,0,0,190,0,0
194,144,0,50,0,0,194,0,185,182,0,50,0,0,185,0,0
193,144,0,50,0,0,193,0,184,182,0,50,0,0,184,0,0
192,144,0,50,0,0,192,0,183,182,0,50,0,0,183,0,0
192,144,0,50,0,0,192,0,182,182,0,50,0,0,182,0,0
193,144,0,50,0,0,193,0,184,182,0,50,0,0,184,0,0
194,144,0,50,0,0,194,0,184,182,0,50,0,0,184,0,0
193,144,0,50,0,0,193,0,183,182,0,50,0,0,183,0,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,51,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,85,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,98,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,62,0
187,144,0,50,0,0,187,0,176,182,1,50,0,0,176,258,0
175,144,0,50,0,0,175,0,163,182,1,50,0,0,163,914,0
173,144,0,50,0,0,173,0,162,182,1,50,0,0,162,998,0
175,144,0,50,0,0,175,0,165,182,1,50,0,0,165,816,0
178,144,0,50,0,0,178,0,168,182,1,50,0,0,168,660,0
184,144,0,50,0,0,184,0,175,182,1,50,0,0,175,514,0
183,144,0,50,0,0,183,0,174,182,1,50,0,0,174,373,0
187,144,0,50,0,0,187,0,177,182,1,50,0,0,177,375,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,71,0
193,144,0,50,0,0,193,0,181,182,0,50,0,0,181,0,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,132,0
189,144,0,50,0,0,189,0,176,182,0,50,0,0,176,232,0
189,144,0,50,0,0,189,0,177,182,0,50,0,0,177,250,0
196,144,0,50,0,0,196,0,184,182,0,50,0,0,184,75,0
199,144,0,50,0,0,199,0,188,182,0,50,0,0,188,0,0
203,144,0,50,0,0,203,0,194,182,0,50,0,0,194,0,0
204,144,0,50,0,0,204,0,193,182,0,50,0,0,193,0,0
198,144,0,50,0,0,198,0,185,182,0,50,0,0,185,0,0
194,144,0,50,0,0,194,0,184,182,0,50,0,0,184,0,0
194,144,0,50,0,0,194,0,182,182,0,50,0,0,182,0,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,73,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,282,0
185,144,0,50,0,0,185,0,172,182,1,50,0,0,172,476,0
181,144,0,50,0,0,181,0,170,182,1,50,0,0,170,592,0
182,144,0,50,0,0,182,0,172,182,0,50,0,0,172,453,0
183,144,0,50,0,0,183,0,174,182,0,50,0,0,174,373,0
187,144,0,50,0,0,187,0,177,182,0,50,0,0,177,214,0
188,144,0,50,0,0,188,0,179,182,0,50,0,0,179,126,0
189,144,0,50,0,0,189,0,180,182,0,50,0,0,180,87,0
189,144,0,50,0,0,189,0,179,182,0,50,0,0,179,126,0
187,144,0,50,0,0,187,0,176,182,0,50,0,0,176,258,0
187,144,0,50,0,0,187,0,176,182,0,50,0,0,176,253,0
186,144,0,50,0,0,186,0,175,182,0,50,0,0,175,253,0
185,144,0,50,0,0,185,0,173,182,0,50,0,0,173,437,0
187,144,0,50,0,0,187,0,176,182,0,50,0,0,176,385,0
188,144,0,50,0,0,188,0,176,182,0,50,0,0,176,251,0
186,144,0,50,0,0,186,0,174,182,0,50,0,0,174,246,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,332,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,339,0
188,144,0,50,0,0,188,0,177,182,0,50,0,0,177,219,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,185,0
190,144,0,50,0,0,190,0,179,182,0,50,0,0,179,144,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,125,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,64,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,110,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,123,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,225,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,39,0
190,144,0,50,0,0,190,0,178,182,0,50,0,0,178,58,0
188,144,0,50,0,0,188,0,176,182,0,50,0,0,176,264,0
185,144,0,50,0,0,185,0,174,182,0,50,0,0,174,294,0
185,144,0,50,0,0,185,0,174,182,0,50,0,0,174,398,0
183,144,0,50,0,0,183,0,172,182,0,50,0,0,172,433,0
182,144,0,50,0,0,182,0,172,182,0,50,0,0,172,471,0
187,144,0,50,0,0,187,0,177,182,0,50,0,0,177,360,0
191,144,0,50,0,0,191,0,182,182,0,50,0,0,182,0,0
194,144,0,50,0,0,194,0,185,182,0,50,0,0,185,0,0
194,144,0,50,0,0,194,0,184,182,0,50,0,0,184,0,0
195,144,0,50,0,0,195,0,185,182,0,50,0,0,185,0,0
196,144,0,50,0,0,196,0,187,182,0,50,0,0,187,0,0
201,144,0,50,0,0,201,0,192,182,0,50,0,0,192,0,0
203,144,0,50,0,0,203,0,195,182,0,50,0,0,195,0,0
199,144,0,50,0,0,199,0,191,182,0,50,0,0,191,0,0
194,144,0,50,0,0,194,0,185,182,0,50,0,0,185,0,0
190,144,0,50,0,0,190,0,180,182,0,50,0,0,180,101,0
189,144,0,50,0,0,189,0,178,182,0,50,0,0,178,80,0
186,144,0,50,0,0,186,0,175,182,0,50,0,0,175,275,0
184,144,0,50,0,0,184,0,173,182,0,50,0,0,173,346,0
182,144,0,50,0,0,182,0,171,182,0,50,0,0,171,532,0
181,144,0,50,0,0,181,0,170,182,0,50,0,0,170,542,0
183,144,0,50,0,0,183,0,172,182,0,50,0,0,172,687,0
184,144,0,50,0,0,184,0,173,182,0,50,0,0,173,478,0
185,144,0,50,0,0,185,0,173,182,0,50,0,0,173,416,0
187,144,0,50,0,0,187,0,174,182,0,50,0,0,174,433,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,196,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,37,0
195,144,0,50,0,0,195,0,183,182,0,50,0,0,183,0,0
193,144,0,50,0,0,193,0,182,182,0,50,0,0,182,0,0
190,144,0,50,0,0,190,0,178,182,0,50,0,0,178,146,0
192,144,0,50,0,0,192,0,181,182,1,50,0,0,181,153,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,0,0
186,144,0,50,0,0,186,0,176,182,0,50,0,0,176,25,0
186,144,0,50,0,0,186,0,175,182,1,50,0,0,175,348,0
185,144,0,50,0,0,185,0,172,182,1,50,0,0,172,358,0
183,144,0,50,0,0,183,0,170,182,1,50,0,0,170,569,0
182,144,0,50,0,0,182,0,170,182,1,50,0,0,170,601,0
180,144,0,50,0,0,180,0,169,182,1,50,0,0,169,562,0
185,144,0,50,0,0,185,0,174,182,1,50,0,0,174,585,0
189,144,0,50,0,0,189,0,178,182,1,50,0,0,178,392,0
193,144,0,50,0,0,193,0,182,182,0,50,0,0,182,5,0
195,144,0,50,0,0,195,0,184,182,0,50,0,0,184,0,0
198,144,0,50,0,0,198,0,186,182,0,50,0,0,186,0,0
196,144,0,50,0,0,196,0,184,182,0,50,0,0,184,0,0
193,144,0,50,0,0,193,0,180,182,0,50,0,0,180,0,0
196,144,0,50,0,0,196,0,181,182,0,50,0,0,181,73,0
192,144,0,50,0,0,192,0,179,182,0,50,0,0,179,0,0
189,144,0,50,0,0,189,0,177,182,0,50,0,0,177,144,0
186,144,0,50,0,0,186,0,173,182,1,50,0,0,173,312,0
184,144,0,50,0,0,184,0,173,182,1,50,0,0,173,407,0
186,144,0,50,0,0,186,0,175,182,1,50,0,0,175,417,0
186,144,0,50,0,0,186,0,175,182,1,50,0,0,175,350,0
189,144,0,50,0,0,189,0,178,182,1,50,0,0,178,207,0
190,144,0,50,0,0,190,0,180,182,0,50,0,0,180,153,0
197,144,0,50,0,0,197,0,188,182,0,50,0,0,188,0,0
198,144,0,50,0,0,198,0,189,182,0,50,0,0,189,0,0
200,144,0,50,0,0,200,0,190,182,0,50,0,0,190,0,0
201,144,0,50,0,0,201,0,191,182,0,50,0,0,191,0,0
